Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11
133600.0,86400.0,133600.0,133600.0,133600.0,133600.0,133600.0,133600.0,133600.0,133600.0,31200.0
133920.0,133920.0,133920.0,133920.0,133920.0,133920.0,133920.0,133920.0,133920.0,133920.0,133920.0
