Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11
40080.0,25920.0,40080.0,40080.0,40080.0,40080.0,40080.0,40080.0,40080.0,40080.0,9360.0
43200.0,43200.0,43200.0,43200.0,43200.0,43200.0,43200.0,43200.0,43200.0,43200.0,43200.0
