Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11
13360.0,8640.0,13360.0,13360.0,13360.0,13360.0,13360.0,13360.0,13360.0,13360.0,3120.0
17280.0,17280.0,17280.0,17280.0,17280.0,17280.0,17280.0,17280.0,17280.0,17280.0,17280.0
